"","countyID","countyName","year","yrsSince2009","Median","pop18_24","BA18_24Count","pop25plus","BA25plusCount","totPop18plus","BAtotPop18plus","BApctTotPop18plus"
"220","48245","Jefferson County",2013,4,"113900",28254,1017.144,164402,22194.27,192656,23211.414,12.0481137364006
"221","48245","Jefferson County",2014,5,"116500",25440,1475.52,167039,20879.875,192479,22355.395,11.6144592397093
"222","48245","Jefferson County",2015,6,"120500",25175,1517,168670,21362,193845,22879,11.8027289844979
"223","48245","Jefferson County",2016,7,"122700",25026,2110,168925,21022,193951,23132,11.926723760125
"224","48251","Johnson County",2009,0,"115700",13977,601.011,100183,12021.96,114160,12622.971,11.0572626138753
"225","48251","Johnson County",2010,1,"117200",12880,708.4,97449,10524.492,110329,11232.892,10.1812687507364
"226","48251","Johnson County",2011,2,"118600",13744,755.92,97967,12049.941,111711,12805.861,11.4633840893019
"227","48251","Johnson County",2012,3,"120500",14073,464.409,98462,9550.814,112535,10015.223,8.89965166392678
"228","48251","Johnson County",2013,4,"120200",14184,1163.088,99472,13229.776,113656,14392.864,12.6635320616597
"229","48251","Johnson County",2014,5,"120600",13905,292.005,102279,12171.201,116184,12463.206,10.7271276595745
"230","48251","Johnson County",2015,6,"127700",14199,523,104251,13970,118450,14493,12.2355424229633
"231","48251","Johnson County",2016,7,"137400",14086,681,106686,16056,120772,16737,13.8583446494221
"232","48257","Kaufman County",2009,0,"134000",9994,409.754,62548,6004.608,72542,6414.362,8.84227344159246
"233","48257","Kaufman County",2010,1,"138400",8279,480.182,65796,9935.196,74075,10415.378,14.0605845426932
"234","48257","Kaufman County",2011,2,"140100",9174,220.176,66075,8127.225,75249,8347.401,11.0930391101543
"235","48257","Kaufman County",2012,3,"139300",8339,492.001,68192,7773.888,76531,8265.889,10.800706903085
"236","48257","Kaufman County",2013,4,"141800",9652,279.908,68528,9388.336,78180,9668.244,12.3666462010744
"237","48257","Kaufman County",2014,5,"145900",9360,402.48,71040,9164.16,80400,9566.64,11.8988059701493
"238","48257","Kaufman County",2015,6,"150200",9778,915,73303,10069,83081,10984,13.2208326813592
"239","48257","Kaufman County",2016,7,"154800",9728,919,76218,9738,85946,10657,12.3996462895306
"240","48291","Liberty County",2009,0,"89800",7203,280.917,48529,2232.334,55732,2513.251,4.50952953419938
"241","48291","Liberty County",2010,1,"90500",7107,262.959,49300,2612.9,56407,2875.859,5.09840799900722
"242","48291","Liberty County",2011,2,"96500",6288,0,50489,2675.917,56777,2675.917,4.71302992408898
"243","48291","Liberty County",2012,3,"94100",7233,7.233,49920,3494.4,57153,3501.633,6.12677024828093
"244","48291","Liberty County",2013,4,"96200",6487,6.487,51176,3377.616,57663,3384.103,5.86875986334391
"245","48291","Liberty County",2014,5,"98200",7216,144.32,51312,3848.4,58528,3992.72,6.82189721159103
"246","48291","Liberty County",2015,6,"108000",7012,126,52598,3662,59610,3788,6.35463848347593
"247","48291","Liberty County",2016,7,"108900",6908,398,53961,3722,60869,4120,6.76863428017546
"248","48303","Lubbock County",2009,0,"106500",52625,4788.875,150727,26678.679,203352,31467.554,15.4744256264999
"249","48303","Lubbock County",2010,1,"111300",47294,4776.694,164959,30682.374,212253,35459.068,16.7060385483362
"250","48303","Lubbock County",2011,2,"112200",50667,4205.361,164633,30951.004,215300,35156.365,16.3290130051092
"251","48303","Lubbock County",2012,3,"113800",49895,4889.71,167118,28911.414,217013,33801.124,15.5756217369466
"252","48303","Lubbock County",2013,4,"116700",50173,6472.317,169260,29112.72,219433,35585.037,16.2168119653835
"253","48303","Lubbock County",2014,5,"118300",50948,4687.216,171757,29026.933,222705,33714.149,15.1384787050134
"254","48303","Lubbock County",2015,6,"122600",52118,5788,175011,28318,227129,34106,15.0161362045357
"255","48303","Lubbock County",2016,7,"130700",51656,4579,178621,34850,230277,39429,17.1224221263956
"256","48309","McLennan County",2009,0,"106400",40993,1762.699,132695,18311.91,173688,20074.609,11.5578560407167
"257","48309","McLennan County",2010,1,"112200",34164,2084.004,141845,21702.285,176009,23786.289,13.5142458624275
"258","48309","McLennan County",2011,2,"116800",35866,2080.228,142715,21407.25,178581,23487.478,13.1522827176463
"259","48309","McLennan County",2012,3,"120700",35011,4411.386,144375,21367.5,179386,25778.886,14.3706231255505
"260","48309","McLennan County",2013,4,"123100",36705,3633.795,145366,19333.678,182071,22967.473,12.6145695909837
"261","48309","McLennan County",2014,5,"127400",36597,2378.805,146625,21407.25,183222,23786.055,12.9820954907162
"262","48309","McLennan County",2015,6,"130300",36430,3845,148301,22328,184731,26173,14.1681688509238
"263","48309","McLennan County",2016,7,"133800",36883,3589,149696,20237,186579,23826,12.7699258759024
"264","48329","Midland County",2009,0,"120300",14156,1231.572,81392,12941.328,95548,14172.9,14.8332775149663
"265","48329","Midland County",2010,1,"136100",14830,608.03,84824,12723.6,99654,13331.63,13.3779175948783
"266","48329","Midland County",2011,2,"148500",14013,868.806,88414,14853.552,102427,15722.358,15.3498179191034
